Consumer,CuratedEmails,512,5,1000,31,0.996111111111111
Consumer,CuratedEmails,496,5,1010,31,0.996111111111111
Consumer,CuratedEmails,512,5,1020,31,0.996111111111111
Consumer,CuratedEmails,480,5,1030,31,0.996111111111111
Consumer,CuratedEmails,400,5,1040,31,0.996111111111111
Consumer,CuratedEmails,0,5,1050,31,0.996111111111111
Commercial,CuratedTeamsConversation,448,1,1810,91,0.549166666666667
Commercial,CuratedTeamsConversation,512,1,1820,91,0.549166666666667
Commercial,CuratedTeamsConversation,352,1,1830,91,0.549166666666667
Commercial,CuratedTeamsConversation,0,1,1840,91,0.549166666666667
MSIT,CuratedPeople,0,2,1730,0,0.2125
Commercial,SIGSOXO,0,4,20,7,0.608333333333333
Consumer,CuratedEmailReplyPair,64,2,200,3,0.269722222222222
MSIT,CuratedPeople,0,2,1130,0,0.272777777777778
Commercial,SIGSOIVIC,0,2,2000,24,12.2852777777778
Commercial,SIGSOIVIC,475,2,2010,24,12.2852777777778
Commercial,SIGSOIVIC,350,2,2020,24,12.2852777777778
Commercial,SIGSOIVIC,325,2,2030,24,12.2852777777778
Commercial,SIGSOIVIC,25,2,2040,24,12.2852777777778
Commercial,SIGSOIVIC,25,2,2050,24,12.2852777777778
Commercial,CuratedEmails,0,5,330,1,0.28
Commercial,CuratedEmails,0,5,340,1,0.28
MSIT,CuratedActions,0,1,0,31,0.390277777777778
MSIT,CuratedActions,336,1,10,31,0.390277777777778
MSIT,CuratedActions,0,1,20,31,0.390277777777778
Commercial,CuratedTeamsConversation,512,0,1300,180,1.17527777777778
Commercial,CuratedTeamsConversation,512,0,1310,180,1.17527777777778
Commercial,CuratedTeamsConversation,512,0,1320,180,1.17527777777778
Commercial,CuratedTeamsConversation,512,0,1330,180,1.17527777777778
Commercial,CuratedTeamsConversation,464,0,1340,180,1.17527777777778
Commercial,CuratedTeamsConversation,48,0,1350,180,1.17527777777778
Commercial,CuratedTeamsConversation,0,0,1400,180,1.17527777777778
MSIT,CuratedActions,0,1,1940,180,0.485
MSIT,CuratedActions,512,1,1950,180,0.485
MSIT,CuratedActions,352,1,2000,180,0.485
Commercial,CuratedPeople,16,4,1840,0,0.316944444444444
Commercial,CuratedPeople,0,4,1850,0,0.316944444444444
Commercial,SIGSOXO,16,4,2050,16,1.09583333333333
Commercial,SIGSOXO,16,4,2100,16,1.09583333333333
Commercial,CuratedCalendar,0,3,1640,30,0.270277777777778
Commercial,CuratedCalendar,0,3,1650,30,0.270277777777778
Consumer,CuratedEmailReplyPair,80,5,220,180,0.368055555555556
Consumer,CuratedEmailReplyPair,0,5,230,180,0.368055555555556
MSIT,CuratedEmails,512,0,950,180,1.03194444444444
MSIT,CuratedEmails,512,0,1000,180,1.03194444444444
MSIT,CuratedEmails,496,0,1010,180,1.03194444444444
MSIT,CuratedEmails,336,0,1020,180,1.03194444444444
MSIT,CuratedEmails,48,0,1030,180,1.03194444444444
MSIT,CuratedEmails,0,0,1040,180,1.03194444444444
MSIT,CuratedEmails,0,5,1700,31,0.701111111111111
MSIT,CuratedEmails,496,5,1710,31,0.701111111111111
MSIT,CuratedEmails,272,5,1720,31,0.701111111111111
MSIT,CuratedEmails,48,5,1730,31,0.701111111111111
Consumer,CuratedEmailReplyPair,0,4,1100,300,0.284166666666667
Consumer,CuratedEmailReplyPair,0,4,1110,300,0.284166666666667
Commercial,MailView,480,0,2020,30,0.940555555555556
Commercial,MailView,368,0,2030,30,0.940555555555556
Commercial,MailView,160,0,2040,30,0.940555555555556
Commercial,MailView,32,0,2050,30,0.940555555555556
Commercial,MailView,0,0,2100,30,0.940555555555556
MSIT,CuratedDocuments,480,4,1620,30,0.535833333333333
MSIT,CuratedDocuments,240,4,1630,30,0.535833333333333
MSIT,CuratedDocuments,0,4,1640,30,0.535833333333333
Commercial,MailView,0,0,1840,24,0.302222222222222
MSIT,CuratedPeople,0,4,510,0,0.210277777777778
MSIT,SIGSOIVIC,0,2,750,30,1.55055555555556
MSIT,SIGSOIVIC,550,2,800,30,1.55055555555556
MSIT,SIGSOIVIC,0,2,810,30,1.55055555555556
MSIT,CuratedEmails,0,0,850,180,1.30166666666667
MSIT,CuratedEmails,512,0,900,180,1.30166666666667
MSIT,CuratedEmails,512,0,910,180,1.30166666666667
MSIT,CuratedEmails,512,0,920,180,1.30166666666667
MSIT,CuratedEmails,512,0,930,180,1.30166666666667
MSIT,CuratedEmails,352,0,940,180,1.30166666666667
MSIT,CuratedEmails,0,0,950,180,1.30166666666667
MSIT,CuratedEmails,512,6,610,180,2.05583333333333
MSIT,CuratedEmails,512,6,620,180,2.05583333333333
MSIT,CuratedEmails,512,6,630,180,2.05583333333333
MSIT,CuratedEmails,512,6,640,180,2.05583333333333
MSIT,CuratedEmails,512,6,650,180,2.05583333333333
MSIT,CuratedEmails,480,6,700,180,2.05583333333333
MSIT,CuratedEmails,416,6,710,180,2.05583333333333
MSIT,CuratedEmails,368,6,720,180,2.05583333333333
MSIT,CuratedEmails,240,6,730,180,2.05583333333333
MSIT,CuratedEmails,64,6,740,180,2.05583333333333
MSIT,CuratedEmails,16,6,750,180,2.05583333333333
Consumer,CuratedEmailReplyPair,368,2,440,300,0.431111111111111
Consumer,CuratedEmailReplyPair,80,2,450,300,0.431111111111111
Consumer,CuratedEmailReplyPair,0,2,500,300,0.431111111111111
Commercial,MailView,464,0,2300,29,1.13638888888889
Commercial,MailView,336,0,2310,29,1.13638888888889
Commercial,MailView,192,0,2320,29,1.13638888888889
Commercial,MailView,32,0,2330,29,1.13638888888889
Commercial,MailView,16,0,2340,29,1.13638888888889
MSIT,SIGSOIVIC,750,2,550,180,7.43833333333333
MSIT,SIGSOIVIC,750,2,600,180,7.43833333333333
MSIT,SIGSOIVIC,0,2,610,180,7.43833333333333
MSIT,SIGSOIVIC,0,4,2050,90,4.08416666666667
MSIT,CuratedEmails,128,1,1800,7,0.388611111111111
MSIT,CuratedEmails,96,1,1810,7,0.388611111111111
MSIT,CuratedCalendar,416,1,1220,180,0.784444444444445
MSIT,CuratedCalendar,160,1,1230,180,0.784444444444445
MSIT,CuratedCalendar,96,1,1240,180,0.784444444444445
MSIT,CuratedCalendar,16,1,1250,180,0.784444444444445
Commercial,CuratedEmails,512,6,40,180,0.660833333333333
